Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma,Rango Retweets,Rango Likes,Rango Respuestas,Rango Citados,Rango Vistas,Rango Total
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 23:35:05+00:00,"🟣 #EnDirecto | En él asta bandera del zócalo capitalino mujeres exponen fotos de agresores sexuales y violentadores.

📹@akarenbg 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/djNUOw7fbb",OnceNoticiasTV,139224,2,7,22,1,1785.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8M', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 23:34:15+00:00,"🟣 #EnDirecto | Mujeres desde su lugar de trabajo ondean la manta morada en señal de apoyo a las mujeres de la marcha del #8M.

📹@campechita 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/RH5ygrozlL",OnceNoticiasTV,139224,0,3,15,0,985.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Marcha8M', 'CDMX', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-08 23:20:00+00:00,"🎥Desde el Monumento a la Revolución, @akarenbg sigue de cerca la #Marcha8M en #CDMX y nos comparte el reporte.

🟣 #OnceNoticias Meridiano | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/2512aKYLM3",OnceNoticiasTV,139224,0,3,11,0,1344.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8DeMarzo', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-08 22:51:54+00:00,"🎥Hoy #8DeMarzo, Día Internacional de la Mujer, fecha que busca visualizar los avances en derechos pero también los pendientes para que vivamos en un mundo igualitario, libre de violencia y discriminación.

🟣 #OnceNoticias Meridiano | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/dUFWILUwVN",OnceNoticiasTV,139224,0,2,4,0,636.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'PalacioDeBellasArtes', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 22:37:49+00:00,"🟣 #EnDirecto | A la altura del #PalacioDeBellasArtes las contingentas se abren para dar paso a las madres de víctimas y desaparecidas.

📹@campechita 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/YaKPhRqybs",OnceNoticiasTV,139224,2,1,11,0,1160.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 22:23:49+00:00,"🟣 #EnDirecto | Las vallas colocadas frente a Palacio Nacional se llenan con los nombres de víctimas de violencia de género.

📹 @akarenbg 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/BfPeeWJNki",OnceNoticiasTV,139224,1,3,13,0,1274.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 22:20:49+00:00,"🟣 #EnDirecto | En este día conmemorativo por el 8M , las mujeres danzantes avanzan en el contingente.

📹 @nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/wYMSgdpLse",OnceNoticiasTV,139224,0,9,27,0,1178.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:51:57+00:00,"🟣 #EnDirecto | Continúa la salida de múltiples contingentes de la Glorieta de las Mujeres que Luchan. Gritan consignas como:”la policía no me cuida, me cuidan mis amigas”, y “América Latina será toda feminista”.

📹 @Gabi_Enez

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/XYRj8VqgGr",OnceNoticiasTV,139224,2,3,23,1,2232.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8m', 'LaContingentaDisca', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:31:47+00:00,"🟣 #EnDirecto | Mujeres sordas comparten consignas en la marcha #8m como parte de #LaContingentaDisca.

📹 @campechita 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/lkdqDqtIg9",OnceNoticiasTV,139224,9,286,1344,12,58679.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:21:16+00:00,"🟣 #EnDirecto | Mujeres con discapacidad práctican su consigna: ¡Volteame a ver, volteame a ver qué yo también soy mujer!

📹 @nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/csnQYl1wZa",OnceNoticiasTV,139224,1,14,41,2,1856.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:19:36+00:00,"🟣 #EnDirecto | Amnistía Internacional marcha con un globo aerostático que trae como leyenda “Vivan las Mujeres”.

📹@Gabi_Enez 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/m2u4ntHopF",OnceNoticiasTV,139224,0,1,4,0,495.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:14:29+00:00,"🟣 #EnDirecto | Mujeres toman el @MetroCDMX como protesta pacífica. 
Solo los vagones del centro son para hombres, los demás son para mujeres y niños.

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/9nFoMTiu19",OnceNoticiasTV,139224,1,7,19,1,2324.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8M', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:11:12+00:00,"🟣 #EnDirecto | La marea morada avanza hacia la marcha del #8M  en el @metroCDMX.

📹 @campechita 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/4SVwQZUKQ1",OnceNoticiasTV,139224,1,5,8,0,2309.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 21:03:30+00:00,"🟣 #EnDirecto |  La contingenta de mujeres con discapacidad empiezan a organizarse, mujeres sordas, ciegas, con discapacidad motriz y con neurodivergencias, marchan con sus acompañantes.

📹@nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/vj1y5kxML3",OnceNoticiasTV,139224,2,8,20,1,1806.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8M', '8M2023', 'DiaDeLaMujer']",2023-03-08 21:00:00+00:00,"🟣 Cuando Mónica Gómez montó por primera vez un caballo, jamás imaginó que llegaría a formar parte del grupo de 8 oficiales del más alto nivel dentro de la Federación Ecuestre Internacional.

Te compartimos su historia. 
#8M #8M2023 #DiaDeLaMujer 
https://t.co/RYTtHvlYiq",OnceNoticiasTV,139224,0,0,3,0,336.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 20:47:42+00:00,"🟣 #EnDirecto | La ola violeta inunda de nueva cuenta las calles de la capital del país, con la exigencia de libertad, respeto y una vida libre de violencia.

📹 @akarenbg 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/gQzRVyNNtF",OnceNoticiasTV,139224,1,13,22,1,3084.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Hidalgo', '8M', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 20:42:34+00:00,"🟣 #EnDirecto | Alumnas del @IPN_MX se dirigen al  Casco de Santo Tomás y lanzan consignas al interior del metro #Hidalgo con motivo del #8M.

📹 @nicteGF 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/1jei9Ph141",OnceNoticiasTV,139224,2,7,31,2,2146.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 20:37:55+00:00,"🟣 #EnDirecto | Miles de mujeres llegan se concentran en Plaza de la República para pintar de morado, nuevamente, las calles de la capital del país.

📹 @akarenbg 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/hjdyoj4mVH",OnceNoticiasTV,139224,0,2,11,0,979.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'EmilianoZapata', 'Cuernavaca', 'Morelos', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 20:33:52+00:00,"🟣 #EnDirecto | Avance de la marcha constante y sin elementos de seguridad por Avenida #EmilianoZapata, en #Cuernavaca, #Morelos.

📹 Liliana Polo

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/NfSKTFq77B",OnceNoticiasTV,139224,1,3,16,0,1381.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Gobierno', 'EstadoDeMéxico', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DiaDeLaMujer']",2023-03-08 20:30:58+00:00,"Frente al Palacio de #Gobierno del #EstadoDeMéxico, las mujeres piden justicia por los asesinatos de mujeres mientras gritan: “Alfredo del Mazo, tu gobierno es un fracaso”, y “Ni una más, ni una asesinada más”.

📹@alinest__ 

#OnceNoticias #Marcha8M #8M #8M2023 #DiaDeLaMujer 💜 https://t.co/1JB3uOq5qj",OnceNoticiasTV,139224,0,11,21,0,1626.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Glorieta', 'PlazaDeArmas', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 20:28:10+00:00,"Avance continuo del contingente de mujeres desde la #Glorieta de Tlaltenango con dirección a la #PlazaDeArmas.

📹 Liliana Polo

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/4p8z4U6ED1",OnceNoticiasTV,139224,5,5,19,0,1667.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Hidago', 'Zempoala', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 20:17:50+00:00,"Las manifestantes se detuvieron un momento frente a la ofrenda en memoria de Diana Guadalupe Gómez Cruz en #Hidago, quien fue localizada sin vida el pasado 14 de diciembre de 2022 en el municipio de #Zempoala.

📹 @alinest__ 

#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/tCMFMwMmxi",OnceNoticiasTV,139224,1,6,16,0,1268.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnVivo', 'OnceNoticias', 'ElOnce', 'App', '8M', '8M2023', 'DíaDeLaMujer', 'FelizMiércoles']",2023-03-08 20:00:00+00:00,"#EnVivo Revisemos el panorama nacional e internacional de esta tarde junto a @CarlaConGa05. 

🟣 #OnceNoticias Meridiano ▪ #ElOnce ▪ #App ▪ https://t.co/SbIxWNbzTw 

#8M #8M2023 #DíaDeLaMujer #FelizMiércoles https://t.co/Pi8ohoL378",OnceNoticiasTV,139224,0,3,4,1,552.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'CDMX', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 19:52:12+00:00,"🟣 #EnDirecto | Sale del Monumento a la Revolución, en #CDMX, otro contingente separatista y con infancias.
Exigen una vida libre de violencia en todos los ámbitos, y se dirigen al Zócalo capitalino.

🎥@akarenbg 
#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/ysU1sc1iMK",OnceNoticiasTV,139224,2,3,21,0,2186.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Morelos', 'Marcha8M', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 19:35:09+00:00,"🟣 #EnDirecto | Comienzan a llegar los primeros colectivos a la Glorieta de Tlaltenango, en Cuernavaca, #Morelos, para participar en la #Marcha8M.
Se espera el arribo de al menos 20 colectivos en este punto de encuentro.
 
 #OnceNoticias #8M #8M2023 #DíaDeLaMujer💜 https://t.co/s82kMm4F6W",OnceNoticiasTV,139224,1,3,18,0,1494.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Ciencias', 'STEM', '8M', '8M2023', 'DiaDeLaMujer']",2023-03-08 19:30:00+00:00,"🟣@DIANARUBIO_2021 es doctora en Ciencias Biomédicas y maestra en #Ciencias por @UNAMINB.
Actualmente, trabaja de la mano de @MovimientoSTEM, para que cada vez más niñas y mujeres jóvenes se dediquen a una profesión #STEM.

#8M #8M2023 #DiaDeLaMujer 
https://t.co/Q7App83dWa",OnceNoticiasTV,139224,0,1,1,0,328.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnImágenes', 'Marcha8M', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 19:18:15+00:00,"#EnImágenes | Así se vive la #Marcha8M en el municipio de Toluca de Lerdo, Estado de México, como parte del Día Internacional de la Mujer.

📸@alinest__ 

#OnceNoticias #8M #8M2023 #DíaDeLaMujer💜 https://t.co/2Od1u0dUP2",OnceNoticiasTV,139224,1,8,34,0,3012.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Edomex', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:54:24+00:00,"🟣 #EnDirecto | En Toluca, #Edomex, el segundo contingente está compuesto por madres e hijos e hijas.

🎥: @alinest__ 
 #OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/QU3gtMy5Bg",OnceNoticiasTV,139224,2,9,25,0,2486.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Edomex', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:54:23+00:00,"🟣 #EnDirecto | En Toluca, #Edomex, comienza a avanzar las mujeres por la calle Ignacio López rayón

🎥: @alinest__ 
 #OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/veoJmJLMct",OnceNoticiasTV,139224,1,6,29,1,2559.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Yucatán', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:45:00+00:00,"🟣 @Pepolber43, activista, pedagoga y gestora de proyectos, oriunda del municipio de Maxcanú, #Yucatán, nos comparte algunos de los embates que tuvo que enfrentar al salir de su comunidad maya.

#OnceNoticias #8M #8M2023 #DíaDeLaMujer
https://t.co/mY2EKNtHkD",OnceNoticiasTV,139224,0,2,4,0,477.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8M', 'OnceNoticias', 'Marcha8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:43:39+00:00,"🟣 #EnDirecto | Sale primer contingente de mujeres rumbo al Zócalo capitalino. Ellas son familiares de víctimas de desaparición y feminicidio que en este #8M exigen justicia.

🎥: @akarenbg 
 #OnceNoticias #Marcha8M #8M2023 #DíaDeLaMujer💜 https://t.co/PECwMwxcKW",OnceNoticiasTV,139224,1,4,36,0,2550.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'CDMX', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:33:37+00:00,"🟣 #EnDirecto | Con consignas como “Vivas se las llevaron, vivas las queremos” y “no estás sola”, mujeres se alistan para tomar de nueva cuenta las calles de #CDMX.

🎥: @akarenbg 
 #OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/O72vpt01aM",OnceNoticiasTV,139224,2,4,19,0,1977.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Edomex', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:33:36+00:00,"🟣 #EnDirecto | A minutos de arrancar la marcha en el municipio de Toluca de Lerdo, #Edomex, se estima qué hay más de 2 mil mujeres.

🎥: @alinest__
 #OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/YSLqbJflnt",OnceNoticiasTV,139224,1,4,18,0,1863.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'OnceNoticias', 'Marcha8M', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:15:51+00:00,"🟣 #EnDirecto | Previo a salir, las mujeres realizaron un tendedero de denuncias con testimonios de violencia.

🎥: @alinest__ 
#OnceNoticias #Marcha8M #8M #8M2023 #DíaDeLaMujer💜 https://t.co/4zcQH0q2D4",OnceNoticiasTV,139224,2,4,33,1,4288.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', 'Edomex', 'Marchar8M', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:15:50+00:00,"🟣 #EnDirecto | En el parque Simón Bolívar, ubicado en el municipio de Toluca de Lerdo, #Edomex, comienzan a concentrarse las mujeres para salir a la #Marchar8M.

🎥: @alinest__ 
#OnceNoticias #8M #8M2023 #DíaDeLaMujer💜 https://t.co/zHTaMu6hVl",OnceNoticiasTV,139224,1,1,10,0,886.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['OnceNoticias', 'ElOnce', 'App', '8M', '8M2023', 'DíaDeLaMujer', 'FelizMiércoles']",2023-03-08 18:15:00+00:00,"🔷 @CarlaConGa05 te mantendrá al tanto de la información de esta tarde. ¡Te esperamos a ⏰14:00 h! 

🟣 #OnceNoticias Meridiano | #ElOnce | #App | https://t.co/SbIxWNbzTw 

#8M #8M2023 #DíaDeLaMujer #FelizMiércoles https://t.co/RSWtiFPkXE",OnceNoticiasTV,139224,0,0,1,0,412.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8M', 'OnceNoticias', 'Marcha8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 18:04:13+00:00,"🟣 #EnDirecto | Con carteles, pancartas y banderas, cientos de mujeres comienzan a pintar de morado el Monumento a la Revolución en este #8M.

🎥: @akarenbg 
#OnceNoticias #Marcha8M #8M2023 #DíaDeLaMujer💜 https://t.co/Mp5ngHCx56",OnceNoticiasTV,139224,1,1,19,0,1877.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['EnDirecto', '8Marzo', 'CDMX', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 17:56:25+00:00,"🟣 #EnDirecto | Cientos de mujeres jóvenes, niñas y adultas mayores llegan al Monumento a la Revolución, para sumarse a la mega marcha de este #8Marzo, que se realizará en #CDMX, con motivo del Día Internacional de la Mujer

#OnceNoticias #8M #8M2023 #DíaDeLaMujer💜 https://t.co/37GaPNwdbG",OnceNoticiasTV,139224,2,27,121,0,12643.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8deMarzo', 'OnceNoticias', 'ConferenciaPresidente', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 17:37:42+00:00,"🟢 ¿Qué ocurrió en la conferencia matutina del presidente @lopezobrador_ de este #8deMarzo?

Consulta la información detallada en el resumen de #OnceNoticias. 👇 

#ConferenciaPresidente
#8M #8M2023 #DíaDeLaMujer https://t.co/lDrwJkrN3F",OnceNoticiasTV,139225,0,3,4,0,493.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Huélum', 'OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 17:31:32+00:00,"🟣Con un #Huélum se declara inaugurado el VII Encuentro con Mujeres Científicas del @IPN_MX.

🎥: @Gil_Molina 
#OnceNoticias #8M #8M2023 #DíaDeLaMujer https://t.co/vDe48PUgzp",OnceNoticiasTV,139225,0,3,7,0,413.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['OnceNoticias', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 17:31:32+00:00,"🟣La sororidad implica una forma cómplice de actuar entre mujeres de manera solidaria, sostuvo Elizabeth Cabrera, directora de @GeneroIPN.
El mundo necesita a la ciencia y la ciencia necesita a las mujeres, sentenció.

#OnceNoticias #8M #8M2023 #DíaDeLaMujer https://t.co/3zuQVh3DBL",OnceNoticiasTV,139225,1,3,4,0,405.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['DíaDeLaMujer', 'OnceNoticias', '8M', '8M2023', '8Marzo']",2023-03-08 16:00:00+00:00,"🎥Como parte del #DíaDeLaMujer, el @senadomexicano exhibe el trabajo de 18 artesanas jaliscienses con la muestra “Desde otro lugar”.

➡️@malentendedor nos cuenta.

🟣 #OnceNoticias Matutino | #8M | #8M2023 | #8Marzo | https://t.co/fiKp3ne0aN https://t.co/ezLxCXWxhd",OnceNoticiasTV,139225,0,3,3,0,400.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Entrevista', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-08 15:15:00+00:00,"🎥#Entrevista | @lumiery conversa con @nadgasman, presidenta de @inmujeres, sobre los retos para alcanzar la igualdad de género.

🟣 #OnceNoticias Matutino | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/HBms7NaKLK",OnceNoticiasTV,139225,0,4,8,0,558.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['Turquía', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíadelaMujer']",2023-03-08 14:45:00+00:00,"🎥Las mujeres en #Turquía enfrentan algunas dificultades como el duelo, el estrés, el hacinamiento, así como la falta de zonas exclusivas para bañarse en forma segura y privada.

➡️@Anniuxi informa.

🟣 #OnceNoticias Matutino | #8M | #8M2023 | #8Marzo | #DíadelaMujer https://t.co/D4Vd5q9Yig",OnceNoticiasTV,139225,0,5,11,0,623.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['8DeMarzo', 'OnceNoticias', 'ElOnce', 'App', '8M', '8M2023', '8MDíadelaMujer']",2023-03-08 14:30:00+00:00,"🎥En el mundo, hay más de 500 millones de niñas, adolescentes, jóvenes, adultas, mayores con discapacidad. Este #8DeMarzo ellas deben ser parte de la lucha.

➡️ @nicteGF informa.

🟣 #OnceNoticias Matutino | #ElOnce | #App | #8M | #8M2023 | | #8MDíadelaMujer https://t.co/1WEon2reTI",OnceNoticiasTV,139225,2,11,19,3,1716.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['BordadoFeminista', 'OnceNoticias', '8M', '8M2023', '8Marzo', 'DíaDeLaMujer']",2023-03-08 14:25:09+00:00,"🎥 Llega a @MConstituciones la exposición #BordadoFeminista “Mujeres que bordan, manos que denuncian”.

➡️ @campechita nos cuenta.

🟣 #OnceNoticias | #8M | #8M2023 | #8Marzo | #DíaDeLaMujer https://t.co/QrwpY0pUIQ",OnceNoticiasTV,139225,0,1,7,0,512.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['OnceNoticias', 'ConferenciaPresidente', '8M', '8M2023', 'DíaDeLaMujer']",2023-03-08 14:16:02+00:00,"🟢 “Nos solidarizamos con la lucha por la emancipación completa de las mujeres”, expresó el presidente @lopezobrador_.

#OnceNoticias  
#ConferenciaPresidente 
#8M #8M2023 #DíaDeLaMujer 
https://t.co/nUNevzz6iO",OnceNoticiasTV,139225,2,1,5,0,507.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['ViolenciaVicaria', 'OnceNoticias', 'ElOnce', 'App', '8M', '8M2023', 'DíadelaMujer']",2023-03-08 14:15:00+00:00,"🎥 Por primera ocasión, el @senadomexicano aprobó tipificar el delito de #ViolenciaVicaria, aquella en donde se ejerce presión a la mujer mediante el daño contra sus hijas o hijos.

➡️ @atlante_munoz informa.

🟣 #OnceNoticias Matutino | #ElOnce | #App | #8M #8M2023 #DíadelaMujer https://t.co/7I1Lq2UYkv",OnceNoticiasTV,139225,0,2,12,0,589.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['ConferenciaPresidente', 'OnceNoticias', '8M', '8M2023']",2023-03-08 14:04:57+00:00,"🟢 #ConferenciaPresidente | Garantiza el presidente @lopezobrador_ el derecho a la libre manifestación. 

“Solo recomendar que se actúe de manera pacífica y sin violencia”, exhortó.

#OnceNoticias #8M #8M2023 https://t.co/WBw6VqvCYQ",OnceNoticiasTV,139225,1,0,1,0,109.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
"['ConferenciaPresidente', 'Mexico', 'OnceNoticias', '8M', '8M2023']",2023-03-08 14:04:55+00:00,"🟢 #ConferenciaPresidente | Las mujeres en #Mexico han venido abriendo paso en las luchas cotidianas y en el servicio público, destacó el mandatario mexicano.

#OnceNoticias #8M #8M2023 https://t.co/R7bpq1BVTl",OnceNoticiasTV,139225,1,0,1,0,111.0,es,493.0,1035.0,71.0,40.0,8901.0,10540.0
