Hashtags,Fecha,Texto,Usuario,Followers,Respuestas,Retweets,Likes,Citados,Vistas,Idioma,Rango Retweets,Rango Likes,Rango Respuestas,Rango Citados,Rango Vistas,Rango Total
"['8M2023', 'DiaInternacionalDeLaMujer', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 22:50:09+00:00,#8M2023 La Policía de la CDMX arroja gas lacrimógeno a las manifestantes de la marcha por el #DiaInternacionalDeLaMujer en el Zócalo. #LasNoticiasDeFOROtv con @noeliajmz | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/zcWQYGDAjI,Foro_TV,2019486,9,24,56,3,8999.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'DiaInternacionalDeLaMujer', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 22:34:33+00:00,"#8M2023 Por el #DiaInternacionalDeLaMujer, miles salen a las calles con la consigna ‘Yo Sí Te Creo’, como un grito de solidaridad. #LasNoticiasDeFOROtv con @mariaanahc | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/h3JWq7sLo8",Foro_TV,2019486,6,13,27,0,5814.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'DiaInternacionalDeLaMujer', 'ALasTres', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 21:55:18+00:00,"#8M2023 | Lilia Salazar, madre de una víctima de feminicidio exige justicia en la marcha por el #DiaInternacionalDeLaMujer. #ALasTres con @AnaPOrdorica | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/KvMqnZGSLE",Foro_TV,2019490,0,4,10,0,3096.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'DiaInternacionalDeLaMujer', 'NoticiasMX', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 21:16:41+00:00,#8M2023 | La madres feministas también participan junto con sus hijos en la marcha por el #DiaInternacionalDeLaMujer en la CDMX. #NoticiasMX con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/Ka92fq0vLj,Foro_TV,2019490,1,10,23,0,3794.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'DiaInternacionalDeLaMujer', 'NoticiasMX', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 20:10:21+00:00,#8M2023 | Cientos de mujeres comienzan a arribar al Zócalo capitalino como parte de las movilizaciones previstas en el marco del #DiaInternacionalDeLaMujer. #NoticiasMX con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/M5Y7PPDyCC,Foro_TV,2019490,0,9,40,0,5876.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'DiaInternacionalDeLaMujer', 'LasNoticiasDeFOROtv']",2023-03-08 19:58:45+00:00,"#8M2023 | Colectivas feministas realizaron pintas en instalaciones de Ciudad Universitaria, previo a la marcha por el #DiaInternacionalDeLaMujer. #LasNoticiasDeFOROtv con @AnaPOrdorica | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/e6ozaNdw5J",Foro_TV,2019490,1,3,13,0,2381.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'DiaInternacionalDeLaMujer', 'Paralelo23']",2023-03-08 19:56:37+00:00,"#8M2023 | Decenas de mujeres marcharon en el centro de Acámbaro, Guanajuato, para conmemorar el #DiaInternacionalDeLaMujer; las manifestantes portaron pancartas y globos. #Paralelo23 con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/9qViLnKjeh",Foro_TV,2019490,0,2,16,0,2261.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['DíaInternacionalDeLaMujer', 'Paralelo23', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 19:02:09+00:00,"En el Campo Militar Marte, el Ejército mexicano inició la ceremonia para conmemorar el #DíaInternacionalDeLaMujer. #Paralelo23 con @AnaOrdonana | #SiempreEnVivo | #SiempreContigo | Sigue la señal por https://t.co/R0rtaHzYOM https://t.co/y4BDnXXKgN",Foro_TV,2019490,0,1,5,0,2673.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['DÍaInternacionalDeLaMujer', 'Paralelo23', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 18:54:48+00:00,"""Ya alcanzamos el que sea una realidad el feminismo"", dijo AMLO durante su mensaje por el #DÍaInternacionalDeLaMujer. #Paralelo23 con @AnaOrdonana | #SiempreEnVivo | #SiempreContigo | Sigue la señal por https://t.co/kNP6CH43Xn https://t.co/LdYo6qXWZa",Foro_TV,2019490,2,2,13,0,4512.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DíaInternacionalDeLaMujer', 'Paralelo23', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 18:53:15+00:00,#8DeMarzo | Activistas marchan sobre el Eje Central con rumbo al Zócalo de la Ciudad de México para conmemorar el #DíaInternacionalDeLaMujer. #Paralelo23 con @AnaOrdonana | #SiempreEnVivo | #SiempreContigo | Sigue la señal por https://t.co/R0rtaHzYOM https://t.co/aF4yhO8haG,Foro_TV,2019490,1,1,10,0,2776.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DíaInternacionalDeLaMujer', 'Paralelo23']",2023-03-08 18:44:47+00:00,"#8DeMarzo | El contingente más grande de la marcha para conmemorar el #DíaInternacionalDeLaMujer, saldrá del Monumento a la Revolución rumbo al Zócalo de la Ciudad de México. #Paralelo23 con @AnaOrdonana | Sigue la señal por https://t.co/R0rtaHzYOM https://t.co/UvzUHvlQ7L",Foro_TV,2019490,2,4,12,0,3188.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DiaInternacionalDeLaMujer', 'Paralelo23', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 18:16:49+00:00,#8DeMarzo | En Ciudad Universitaria activistas se alistan para participar en las movilizaciones con motivo del #DiaInternacionalDeLaMujer. #Paralelo23 con @AnaOrdonana | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/bIDcLAYOYi,Foro_TV,2019490,2,5,15,0,5512.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DiaInternacionalDeLaMujer', 'LasNoticiasDeFOROtv']",2023-03-08 17:41:26+00:00,#8DeMarzo | Comienzan las concentraciones de activista en el Monumento a la Revolución para participar en eventos con motivo del #DiaInternacionalDeLaMujer. #LasNoticiasDeFOROtv con @alejandraguayoa | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/h9vE6mCBnO,Foro_TV,2019489,2,6,27,1,6110.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DiaInternacionalDeLaMujer', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 17:28:10+00:00,#8DeMarzo | Así se desarrollan en Turquía e Italia las marchas y movilizaciones con motivo del #DiaInternacionalDeLaMujer. #LasNoticiasDeFOROtv con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/skVpwwEiqs,Foro_TV,2019489,0,2,14,0,5334.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['DiaInternacionalDeLaMujer', 'ExpresoDeLaMañana']",2023-03-08 17:21:05+00:00,Autoridades de Sri Lanka reprimieron en la ciudad de Colombo las movilizaciones por el #DiaInternacionalDeLaMujer; las encapsularon y les impidieron el paso. #ExpresoDeLaMañana con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/8lAmvr2n3E,Foro_TV,2019489,0,7,9,0,5789.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DiaInternacionalDeLaMujer', 'ExpresoDeLaMañana', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 16:45:07+00:00,"#8DeMarzo | En Manila, Filipinas, miles de mujeres se manifestaron con pancartas y consignas en el #DiaInternacionalDeLaMujer. #ExpresoDeLaMañana con @AnaOrdonana | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/Er1AW1ApJU",Foro_TV,2019489,0,1,12,1,3739.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['DiaInternacionalDeLaMujer', 'ExpresoDeLaMañana']",2023-03-08 15:35:09+00:00,"Miles de manifestantes marcharon por las calles de Seúl, Corea del Sur, para conmemorar el #DiaInternacionalDeLaMujer; exigen mejores condiciones para las mujeres. #ExpresoDeLaMañana con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/7LtGIhH0Ls",Foro_TV,2019489,0,2,17,1,4075.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'EstrictamentePersonal']",2023-03-09 13:51:11+00:00,"Ayer miércoles 8 de marzo, miles de mujeres de todas las edades se reunieron en diferentes puntos de la Ciudad de México para participar en la marcha del #8M2023. #EstrictamentePersonal con @rivapa | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/gyQyCCgTzh",Foro_TV,2019495,1,16,78,0,8097.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-09 13:15:25+00:00,"En San Luis Potosí, Chihuahua y Oaxaca, las movilizaciones por el #8M2023 terminaron en destrozos y pintas en los palacios de gobierno locales. #LasNoticiasDeFOROtv con @ERIKCAMACHOTV | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/Lr4SSsk2Hu",Foro_TV,2019495,0,2,15,0,3370.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 12:53:12+00:00,"En Hermosillo, Sonora, mujeres derribaron la puerta del Poder Judicial en la entidad, durante la marcha por el #8M2023. #LasNoticiasDeFOROtv con @ERIKCAMACHOTV | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/tXqwXYstGd",Foro_TV,2019495,1,2,13,0,3106.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 06:21:31+00:00,"En la alcaldía Cuauhtémoc, trabajadores limpian tras las movilizaciones en el Centro Histórico de la CDMX, por el #8M2023. #LasNoticiasDeFOROtv con @ERIKCAMACHOTV | #SiempreEnVivo | #SiempreContigo | Sigue la señal por https://t.co/R0rtaHzqZe https://t.co/0acesInXZz",Foro_TV,2019496,0,2,16,0,3426.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 06:09:54+00:00,"Tras las movilizaciones con motivo del #8M2023 en la Ciudad de México, iniciaron los trabajos de limpieza en el Zócalo capitalino. #LasNoticiasDeFOROtv con @ERIKCAMACHOTV | #SiempreEnVivo | #SiempreContigo | Sigue la señal por https://t.co/R0rtaHzqZe https://t.co/XyJ3bowMIe",Foro_TV,2019496,0,5,18,0,3425.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['EsLaHoraDeOpinar', '8M2023']",2023-03-09 04:52:27+00:00,"En #EsLaHoraDeOpinar @leozuckermann, Aranxa Sánchez, (@AranxaSanz), Ángela Guerrero (@angelaguerreroa) y Melissa Ayala (@melissaayala92) hablan sobre la marcha del #8M2023 y el panorama general de las mujeres en México | Sigue la señal por https://t.co/QcbqKxqUTK https://t.co/bO3Vr5GNvk",Foro_TV,2019496,16,7,62,5,24838.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 04:17:38+00:00,"#8M2023 Manifestantes prendieron fuego a la puerta del Palacio de Gobierno de Nuevo León, en la ciudad de Monterrey. #LasNoticiasDeFOROtv con @juliopatan09 | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/zQunlMuZZh",Foro_TV,2019496,2,14,32,0,7929.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'Hora21', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 03:26:36+00:00,"#8M2023 En CDMX, miles de mujeres exigieron el cese de la violencia, las desapariciones y los feminicidios. #Hora21 con @JLANoticias | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/u44E0f0O8w",Foro_TV,2019496,1,10,25,0,3470.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'EnUnaHora', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 03:16:37+00:00,#8M2023 Una mujer policía de CDMX aseguró a N+ que las uniformadas y las manifestantes van unidas en la lucha contra la violencia de género. #EnUnaHora con @anafvega | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/3IQpOqX5eU,Foro_TV,2019496,1,4,32,0,5807.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 01:55:18+00:00,"#8M2023 El último contingente de mujeres realizó una parada especial en la calle 5 de Mayo, antes de arribar al Zócalo de CDMX. #LasNoticiasDeFOROtv con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/oFzkwdOBYi",Foro_TV,2019496,0,5,23,2,3131.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 01:32:42+00:00,"#8M2023 Tijuana registra la mayor cantidad de feminicidios en Baja California, por lo que mujeres se manifestaron esta tarde. #LasNoticiasDeFOROtv con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/lbJiQP1otA",Foro_TV,2019496,3,0,9,0,2852.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 01:32:07+00:00,#8M2023 Contingentes de mujeres continúan arribando al Zócalo de CDMX. Algunos permanecen en la explanada mientras cantan y bailan. #LasNoticiasDeFOROtv con @alejandraguayoa | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/F2F6Cb0JMx,Foro_TV,2019496,3,12,41,1,4817.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 01:19:06+00:00,#8M2023 Desde el interior de las vallas frente a Palacio Nacional lanzan piedras a manifestantes; ellas responden de la misma manera. #LasNoticiasDeFOROtv con @mariaanahc | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/IKKyycjHzR,Foro_TV,2019496,2,12,25,0,3669.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
['8M2023'],2023-03-09 00:52:31+00:00,#8M2023 Sigue en vivo la marcha por el Día Internacional de la Mujer por https://t.co/rSMt60S92E y por https://t.co/WxaX3JdLDz https://t.co/PZUOixatMq,Foro_TV,2019496,2,4,6,0,2761.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 00:47:26+00:00,#8M2023 Un grupo reducido de manifestantes quema pancartas frente a las vallas instaladas en Palacio Nacional. #LasNoticiasDeFOROtv con @mariaanahc | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/zyoHEg7f2x,Foro_TV,2019496,0,0,9,0,2590.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 00:38:06+00:00,"#8M2023 Luego de más de 6 horas de protestas, los últimos contingentes de manifestantes llegan a la Glorieta del Caballito, en Reforma. #LasNoticiasDeFOROtv con @noeliajmz | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/rOjtFNjcCu",Foro_TV,2019496,1,4,12,0,2639.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
['8M2023'],2023-03-09 00:33:07+00:00,En vivo: Sigue la marcha por el Día Internacional de la Mujer #8M2023  por https://t.co/rSMt60S92E y por https://t.co/WxaX3JdLDz https://t.co/p9QYzZqE1T,Foro_TV,2019496,0,6,12,1,5010.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-09 00:00:49+00:00,"#8M2023 La secretaria de las Mujeres en Nuevo León, Graciela Buchanan, pidió disculpas tras decir que ‘No hay ola de desaparecidas’. #LasNoticiasDeFOROtv con @noeliajmz | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/T1d1n4NE0G",Foro_TV,2019496,1,8,17,1,4340.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
['8M2023'],2023-03-08 23:36:22+00:00,Sigue en vivo la transmisión de la marcha #8M2023  por https://t.co/rSMt60S92E y por https://t.co/WxaX3JdLDz https://t.co/WIKGCeY1r4,Foro_TV,2019497,4,7,27,1,9548.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 23:23:42+00:00,"#8M2023 En av. Juárez, hay una marea morada de niñas, madres, tías, mujeres violentadas que piden que se pare la violencia de género. #LasNoticiasDeFOROtv con @mariaanahc | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/JiEv2saMqV",Foro_TV,2019497,4,32,102,1,10289.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 23:21:16+00:00,#8M2023 Una gran cantidad de manifestantes en el Zócalo de la CDMX derribaron semáforos y son dispersadas por autoridades. #LasNoticiasDeFOROtv con @noeliajmz | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/WfFWe9vZlW,Foro_TV,2019497,1,15,53,3,6592.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 22:55:04+00:00,#8M2023 Miles de mujeres abarrotan el Centro Histórico de la CDMX; así se ve la impresionante manifestación desde el aire. #LasNoticiasDeFOROtv con @mariaanahc | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/coEXd0RYO2,Foro_TV,2019497,2,4,17,1,2873.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
['8M2023'],2023-03-08 22:49:10+00:00,En vivo: Sigue la manifestación de la marcha #8M2023  por https://t.co/tCQzn9omz7 y por https://t.co/kNP6CH43Xn https://t.co/wRCbENmQSr,Foro_TV,2019497,0,2,10,1,4860.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv', 'SiempreEnVivo', 'SiempreContigo']",2023-03-08 22:47:49+00:00,"#8M2023 En el Zócalo de la CDMX, cientos de mujeres buscan derribar las vallas que protegen el Palacio Nacional. #LasNoticiasDeFOROtv con @mariaanahc | #SiempreEnVivo | #SiempreContigo | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/FBfd7uadks",Foro_TV,2019497,2,3,20,0,2945.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'NoticiasMX']",2023-03-08 21:15:35+00:00,"#8M2023 | En Cuernavaca, Morelos, más de 5 mil mujeres participan en la marcha por el#DiaInternacionalDeLaMujer, para exigir justicia por las víctimas de feminicidio. #NoticiasMX con @alejandraguayoa | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/wnpyxatQgd",Foro_TV,2019498,1,6,15,0,3426.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'NoticiasMX']",2023-03-08 21:09:07+00:00,"#8M2023 | Mujeres protestan de forma artística con batucadas, cantos y pintando sus cuerpos (body paint) en 'La Antimonumenta', sobre av. Juárez, en el Centro CDMX. #NoticiasMX con @alejandraguayoa | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/iBhwGY4RfK",Foro_TV,2019498,1,3,22,1,4144.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'NoticiasMX']",2023-03-08 21:05:10+00:00,#8M2023 | Mujeres sobrevivientes al cáncer de mama se sumaron a las protestas en Paseo de la Reforma; aseguran que la falta de medicamentos también es feminicidio. #NoticiasMX con @alejandraguayoa | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/vikhP32yBe,Foro_TV,2019498,7,30,90,3,10566.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'NoticiasMX']",2023-03-08 20:59:10+00:00,"#8M2023 | En Guadalajara, Jalisco, 3 contingentes partirán a las 16:00 horas con diferentes destinos: la glorieta de los Niños Héroes, la glorieta de la Minerva y el Centro de la ciudad. #NoticiasMX con @alejandraguayoa | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/iqrJTR3ZfB",Foro_TV,2019498,0,1,10,0,2648.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'NoticiasMX']",2023-03-08 20:46:14+00:00,"#8M2023 | Colectivas feministas alistan una marcha hacia el Zócalo de Oaxaca, para visibilizar la violencia contra las mujeres y la exigencia de justicia. #NoticiasMX con @alejandraguayoa | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/2rHZsU9UQU",Foro_TV,2019498,1,2,16,0,4150.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-08 20:33:16+00:00,"Policías 'Ateneas' resguardan la seguridad en la Glorieta de las Mujeres que Luchan, en Paseo de la Reforma, CDMX, desde donde feministas marcharán por el #8M2023. #LasNoticiasDeFOROtv con 
@AnaPOrdorica | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/oD58clXg1L",Foro_TV,2019499,0,2,31,0,8916.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-08 20:23:07+00:00,"#8M2023 | Se registró un conato de enfrentamiento entre feministas y policías 'Ateneas' que resguardan la seguridad en la Glorieta de las Mujeres que Luchan, en CDMX. #LasNoticiasDeFOROtv con @AnaPOrdorica | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/4nyQ4Ni1jd",Foro_TV,2019499,1,7,20,1,5829.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-08 20:05:04+00:00,"#8M2023 | Un contingente de mujeres marcha sobre avenida Juárez, en el Centro de Ciudad de México, con dirección al Zócalo capitalino. #LasNoticiasDeFOROtv con @AnaPOrdorica | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/76quOH8OUB",Foro_TV,2019500,1,15,46,0,7075.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-08 20:01:59+00:00,"#8M2023 | En Puebla, feministas se congregan afuera de la Fiscalía General de Justicia para exigir mayor rapidez en la búsqueda de mujeres desaparecidas. #LasNoticiasDeFOROtv con @AnaPOrdorica | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/w5Jy0zzUqG",Foro_TV,2019500,0,1,11,0,2433.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-08 19:54:30+00:00,Madres de familia acompañan a sus hijas en la marcha del #8M2023 que se realizará en la CDMX para exigir al Estado mexicano mayor seguridad para las mujeres. #LasNoticiasDeFOROtv con @AnaPOrdorica | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/wTXUfvXtnv,Foro_TV,2019500,0,1,12,0,2258.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8M2023', 'LasNoticiasDeFOROtv']",2023-03-08 13:28:22+00:00,#8M2023 | Estos son los cierres viales en las calles del Centro Histórico de la CDMX por las marchas con motivo del Día Internacional de la Mujer. #LasNoticiasDeFOROtv con @Claoep | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/9ZcT7qc3J5,Foro_TV,2019507,0,6,29,0,5995.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['ReporteVial', '8M2023', 'EstrictamentePersonal']",2023-03-08 13:21:01+00:00,"#ReporteVial | Con motivo del #8M2023, alrededor de 400 mujeres corren sobre Paseo de la Reforma, con dirección al Zócalo; regresarán nuevamente sobre Reforma hasta la Estela de Luz. #EstrictamentePersonal con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/cn95M0rH7J",Foro_TV,2019508,6,47,213,18,135482.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DíaDeLaMujer', 'EstrictamentePersonal']",2023-03-08 14:52:55+00:00,"Este miércoles #8DeMarzo, autoridades mexiquenses iluminaron de morado el Puente de Fierro en Ecatepec para conmemorar el #DíaDeLaMujer. #EstrictamentePersonal con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/SfiDbUFYrs",Foro_TV,2019804,0,1,8,0,3124.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'DíaDeLaMujer', 'ExpresoDeLaMañana']",2023-03-08 14:16:56+00:00,"#8DeMarzo | Un grupo de activistas acudieron al Zócalo para realizar un acto simbólico en memoria de las víctimas de feminicidio en México, con motivo del #DíaDeLaMujer.  #ExpresoDeLaMañana | Sigue la señal en vivo por https://t.co/R0rtaHzqZe https://t.co/kXL8HtaHnk",Foro_TV,2019806,1,5,26,0,4079.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
"['8DeMarzo', 'ExpresoDeLaMañana']",2023-03-08 17:38:58+00:00,"#8DeMarzo | María Luisa Villanueva, quien estuvo presa 25 años injustificadamente, pidió a las mujeres formar una hermandad para luchar por un mundo de igualdad. #ExpresoDeLaMañana con @AnaOrdonana | Sigue la señal en vivo por https://t.co/R0rtaHzYOM https://t.co/JqOcj2LZyT",Foro_TV,2019810,0,1,15,0,3226.0,es,442.0,977.0,141.0,56.0,9051.0,10667.0
